"Stanza_text","ST_Correct","Title","Author","Year","Copyrighted","Tipo de rima","Información métrica",
"No fue el primero Teucro que su flecha 
al aire disparase, ni fue Troya 
solo una vez cercada, cuando el griego 
hundiola tristemente.","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"No Idomeneo y Estenelo solos 
brillaron en las lides; no solo ellos 
merecieron el canto de las Musas 
y los lauros del triunfo. ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Antes que Agamenón, el grande Atrida, 
otros caudillos en la tierra han sido; 
¡otros héroes a Aquiles precedieron, 
y hundiéronse en la nada!","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Desparecieron en la sombra muda, 
y sus nombres ilustres se borraron 
cual nombres de cobardes: ¡sus hazañas 
no eternizó la lira! ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Hoy nadie los recuerda ni los llora, 
porque a su gloria les faltó un poeta. 
¡Sin Homero no hay Troya, no hay Aquiles, 
ni quien aplauda y llore! ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"De ánimo fuerte, en los negocios diestro; 
en la adversa y la próspera fortuna 
siempre sereno, y justiciero siempre, 
gran cónsul te mostraste. ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Severo juez a la maldad y el crimen, 
perseguidor de la avaricia, y sordo 
a la atracción de la riqueza fuiste 
egregio ciudadano.","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"A través de las filas corrompidas 
de grandes corruptores, tú paseaste 
en triunfo la virtud, dones soberbios 
altivo despreciando. ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Merece el nombre de feliz quien digno, 
superior sabe hacerse a la pobreza 
y vive satisfecho; no quien mora 
en opulento alcázar. ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Lo merece quien usa agradecido 
los dones de lo alto y más no pide; 
el que ama la justicia, y la conciencia 
pura y tranquila guarda.","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"El que más teme el deshonor y oprobio 
que el trance del morir, y está dispuesto 
a dar la vida por la Patria amada: 
¡ese es feliz y grande! ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Tú lo eres ¡oh Lolio!, afortunado 
cumplidor del deber y justo y probo, 
que al pueblo haces feliz. ¡Pueda mi lira 
eternizar tu nombre! ","estrofa_francisco_de_la_torre","No forte credas","de la Barra, Eduardo",1900,"No","sin rima","11-, 11-, 11-, 7-",
"Pero digo que, acompañen
y lleguen hasta la huesa
con su dueño,
por eso no nos engañen,
pues se va la vida apriesa,
como sueño,
y los deleites de acá
son, en que nos deleitamos,
temporales,
y los tormentos de allá,
que por ellos esperamos,
eternales.","estrofa_manriqueña","Coplas por la muerte de su padre - XI","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f,  8d, 8e, 4f, ",
"Los placeres y dulzores
de esta vida trabajada
que tenemos,
no son sino corredores,
y la muerte, la celada
en que caemos:
No mirando a nuestro daño,
corremos a rienda suelta
sin parar;
des que vemos el engaño
y queremos dar la vuelta,
no hay lugar.","estrofa_manriqueña","Coplas por la muerte de su padre - XII","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Si fuese en nuestro poder
tornar la cara hermosa
corporal,
como podemos hacer
el alma tan gloriosa
angelical,
¡qué diligencia tan viva
tuviéramos cada hora,
y tan presta
en componer la cautiva,
dejándonos la señora
descompuesta!","estrofa_manriqueña","Coplas por la muerte de su padre - XIII","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Estos reyes poderosos
que vemos por escrituras
ya pasadas,
con casos tristes, llorosos,
fueron sus buenas venturas
trastornadas.
Así que no hay cosa fuerte,
que a papas y emperadores
y prelados,
así los trata la Muerte
como a los pobres pastores
de ganados.","estrofa_manriqueña","Coplas por la muerte de su padre - XIV","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Dejemos a los troyanos,
que sus males no los vimos,
ni sus glorias;
dejemos a los romanos,
aunque oímos y leímos
sus historias;
no curemos de saber
lo de aquel siglo pasado,
qué fue de ello;
vengamos a lo de ayer,
que también es olvidado
como aquello.","estrofa_manriqueña","Coplas por la muerte de su padre - XV","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f,  8d, 8e, 4f, ",
"¿Qué se hizo el Rey Don Juan?
Los Infantes de Aragón
¿qué se hicieron?
¿Qué fue de tanto galán,
qué fue de tanta invención
que trajeron?
¿Fueron sino devaneos,
qué fueron sino verduras
de las eras,
las justas y los torneos,
paramentos, bordaduras
y cimeras?
","estrofa_manriqueña","Coplas por la muerte de su padre - XVI","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
" ¿Qué se hicieron las damas,
sus tocados y vestidos,
sus olores?
¿Qué se hicieron las llamas
de los fuegos encendidos
de amadores?
¿Qué se hizo aquel trovar,
las músicas acordadas
que tañían?
¿Qué se hizo aquel danzar,
aquellas ropas chapadas
que traían?","estrofa_manriqueña","Coplas por la muerte de su padre - XVII","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Pues el otro, su heredero,
Don Enrique, ¡qué poderes
alcanzaba!
¡Cuán blando, cuán halaguero
el mundo con sus placeres
se le daba!
Mas verás cuán enemigo,
cuán contrario, cuán crüel
se mostró;
habiéndole sido amigo,
¡cuán poco duro con él
lo que  dio!","estrofa_manriqueña","Coplas por la muerte de su padre - XVIII","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Las dádivas desmedidas,
los edificios reales
llenos de oro,
las vajillas tan fabridas,
los enriques y reales
del tesoro;
los jaeces, los caballos
de sus gentes y atavíos
tan sobrados,
¿dónde iremos a buscallos?
¿qué fueron sino rocíos
de los prados?","estrofa_manriqueña","Coplas por la muerte de su padre - XIX","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Pues su hermano el inocente,
que en su vida sucesor
le hicieron,
¡qué corte tan excelente
tuvo y cuánto gran señor
le siguieron!
Mas, como fuese mortal,
metiole la Muerte luego
en su fragua.
¡Oh, juïcio divinal,
cuando más ardía el fuego,
echaste agua!","estrofa_manriqueña","Coplas por la muerte de su padre - XX","Manrique, Jorge",1479,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Pues aquel gran Condestable,
maestre que conocimos
tan privado,
no cumple que de él se habla,
mas sólo cómo lo vimos
degollado.
Sus infinitos tesoros,
sus villas y sus lugares,
su mandar,
¿qué le fueron sino lloros?
¿Qué fueron sino pesares
al dejar?","estrofa_manriqueña","Coplas por la muerte de su padre - XXI","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Y los otros dos hermanos,
maestres tan prosperados
como reyes,
que a los grandes y medianos
trajeron tan sojuzgados
a sus leyes;
aquella prosperidad
que en tan alto fue subida
y ensalzada,
¿qué fue sino claridad
que cuando más encendida
fue matada?","estrofa_manriqueña","Coplas por la muerte de su padre - XXII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Tantos duques excelentes,
tantos marqueses y condes
y varones
como vimos tan potentes,
di, Muerte, ¿do los escondes
y traspones?
Y las sus claras hazañas
que hicieron en las guerras
y en las paces,
cuando tú, cruda, te ensañas,
con tu fuerza las aterras
y deshaces.","estrofa_manriqueña","Coplas por la muerte de su padre - XXIII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Las huestes innumerables,
los pendones, estandartes
y banderas,
los castillos impugnables,
los muros y baluartes
y barreras,
la cava honda, chapada,
o cualquier otro reparo,
¿qué aprovecha?
Cuando tú vienes airada,
todo lo pasas de claro
con tu flecha.","estrofa_manriqueña","Coplas por la muerte de su padre - XXIV","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Aquel de buenos abrigo,
amado por virtuoso
de la gente,
el maestre Don Rodrigo
Manrique, tanto famoso
y tan valiente;
sus hechos grandes y claros
no cumple que los alabe,
pues los vieron,
ni los quiero hacer caros
pues que el mundo todo sabe
cuáles fueron.","estrofa_manriqueña","Coplas por la muerte de su padre - XXV","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Amigos de sus amigos,
¡qué señor para criados
y parientes!
¡Qué enemigo de enemigos!
¡Qué maestro de esforzados
y valientes!
¡Que seso para discretos!
¡Qué gracia para donosos!
¡Qué razón!
¡Qué benigno a los sujetos!
¡A los bravos y dañosos,
qué león!","estrofa_manriqueña","Coplas por la muerte de su padre - XXVI","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"No dejó grandes tesoros,
ni alcanzó muchas riquezas
ni vajillas;
mas hizo guerra a los moros,
ganando sus fortalezas
y sus villas;
y en las lides que venció,
cuántos moros y caballos
se perdieron;
y en este oficio ganó
las rentas y los vasallos
que le dieron.","estrofa_manriqueña","Coplas por la muerte de su padre - XXIX","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
" Pues por su honra y estado,
en otros tiempos pasados,
¿cómo se hubo?
Quedando desamparado,
con hermanos y criados
se sostuvo.
Después que hechos famosos
hizo en esta misma guerra
que hacía,
hizo tratos tan honrosos
que le dieron aun más tierra
que tenía.","estrofa_manriqueña","Coplas por la muerte de su padre - XXX","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
" Y sus villas y sus tierras
ocupadas de tiranos
las halló;
mas por cercos y por guerras
y por fuerza de sus manos
las cobró.
Pues nuestro rey natural,
si de las obras que obró
fue servido,
dígalo el de Portugal
y en Castilla quien siguió
su partido.","estrofa_manriqueña","Coplas por la muerte de su padre - XXXII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Después de puesta la vida
tantas veces por su ley
al tablero;
después de tan bien servida
la corona de su rey
verdadero;
después de tanta hazaña
a que no puede bastar
cuenta cierta,
en la su villa de Ocaña
vino la Muerte a llamar
a su puerta","estrofa_manriqueña","Coplas por la muerte de su padre - XXXIII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"«El vivir que es perdurable
no se gana con estados
mundanales,
ni con vida delectable
donde moran los pecados
infernales;
mas los buenos religiosos
gánanlo con oraciones
y con lloros;
los caballeros famosos,
con trabajos y aflicciones
contra moros.","estrofa_manriqueña","Coplas por la muerte de su padre - XXXVI","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
" «Y pues vos, claro varón,
tanta sangre derramasteis
de paganos,
esperad el galardón
que en este mundo ganasteis
por las manos;
y con esta confianza,
y con la fe tan entera
que tenéis,
partid con buena esperanza,
que esta otra vida tercera
ganaréis.»","estrofa_manriqueña","Coplas por la muerte de su padre - XXXVIII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"«No tengamos tiempo ya
en esta vida mezquina
por tal modo,
que mi voluntad está
conforme con la divina
para todo;
y consiento en mi morir
con voluntad placentera,
clara y pura,
que querer hombre vivir
cuando Dios quiere que muera,
es locura.","estrofa_manriqueña","Coplas por la muerte de su padre - XXXVIII","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Así, con tal entender,
todos sentidos humanos
conservados,
cercado de su mujer
y de sus hijos y hermanos
y criados,
dio el alma a quien se la dio
el cual la ponga en el cielo
en su gloria,
que aunque la vida perdió,
dejonos harto consuelo
su memoria.","estrofa_manriqueña","Coplas por la muerte de su padre - XL","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"¡Oh, mundo! Pues que nos matas,
fuera la vida que diste
toda vida;
mas según acá nos tratas,
lo mejor y menos triste
es la partida
de tu vida, tan cubierta
de tristezas, y dolores
muy poblada;
de los bienes tan desierta,
de placeres y dulzores
despojada.","estrofa_manriqueña","¡Oh, mundo! Pues que nos matas... - I","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Es tu comienzo lloroso,
tu salida siempre amarga
y nunca buena,
lo de en medio trabajoso,
y a quien das vida más larga
le das pena.
Así los bienes -muriendo
y con sudor- se procuran
y los das;
los males vienen corriendo;
después de venidos, duran
mucho más.","estrofa_manriqueña","¡Oh, mundo! Pues que nos matas... - II","Manrique, Jorge",1479,"No","Consonante","8a, 8b, 4c, 8a, 8b, 4c, 8d, 8e, 4f, 8d, 8e, 4f,",
"Cazador entre los pinos,
al acecho de torcaces.
Otoñada.
Tus recuerdos son caminos
que regresan pertinaces
a la nada.","estrofa_manriqueña","Bazar","Juatisti, Jon","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"De mozo te conocí,
en este puesto secreto
vigilante,
como un ávido neblí,
por zarpar pugnando inquieto
desde el guante.","estrofa_manriqueña","Bazar","Juatisti, Jon","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El arroyo entristecido
ha gastado con los días
sus riberas
y tus días el olvido
los ha trocado en vacías
parameras.","estrofa_manriqueña","Bazar","Juatisti, Jon","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Cómo te burla el halcón,
cómo en el cielo de octubre
va tendiendo
redes a tu corazón,
cómo con ellas lo cubre
descendiendo.","estrofa_manriqueña","Bazar","Juatisti, Jon","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Delio a las rejas de Elisa   
Le canta en noche serena   
Sus amores.   
Raya la luna, y la brisa   
Al pasar plácida suena 
Por las flores.  ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y al eco que va formando  
El arroyuelo saltando  
Tan sonoro,  
Le dice Delio a su hermosa
En cantilena amorosa:  
«Yo te adoro».  ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8a, 4b, 8c, 8c, 4d",
"En el regazo adormida  
Del blando sueño, presentes  
Mil delicias, 
En tu ilusión embebida,  
Feliz te finges, y sientes  
Mis caricias. ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y en la noche silenciosa  
Por la pradera espaciosa 
Blando coro  
Forman, diciendo a mi acento,  
El arroyuelo y el viento:  
«Yo te adoro».  ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8a, 4b, 8c, 8c, 4d",
"En derredor de tu frente   
Leve soplo vuela apenas  
Muy callado,  
Y allí esparcido se siente  
Dulce aroma de azucenas  
Regalado, ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Que en fragancia deleitosa  
Vuela también a la diosa  
Que enamoro,  
El eco grato que suena  
Oyendo mi cantilena: 
«Yo te adoro». ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8a, 4b, 8c, 8c, 4d",
"Del fondo del pecho mío  
Vuela a ti suspiro tierno  
con mi acento;  
En él, mi Elisa, te envío 
El fuego de amor eterno,  
Que yo siento. ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Por él, mi adorada hermosa,  
Por esos labios de rosa  
De ti imploro 
Que le escuches con ternura,  
Y le oirás cómo murmura:  
«Yo te adoro». ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8a, 4b, 8c, 8c, 4d",
"Despierta y el lecho deja:  
No prive el sueño tirano 
De tu risa  
A Delio, que está a tu reja,  
Y espera ansioso tu mano,  
Bella Elisa.  ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Despierta, que ya pasaron 
 Las horas que nos costaron  
Tanto lloro;  
Sal, que gentil enramada  
Dice a tu puerta enlazada:  
«Yo te adoro». ","estrofa_manriqueña","Serenata","de Espronceda, José",1842,"No","consonante","8a, 8a, 4b, 8c, 8c, 4d",
"Corriendo iba por el parque,
luciendo una amplia sonrisa,
tan contenta,                                
Cuando me dio un buen ataque
por transitar más deprisa
de la cuenta.","estrofa_manriqueña","De footing por el parque","Versomanía (Blog)","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Todo eso por mantener
esta cintura de avispa
tan gallarda,
pues ya dejé de comer
y no bebo ni una chispa,
aunque arda.","estrofa_manriqueña","De footing por el parque","Versomanía (Blog)","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"No sé si vale la pena
tan enorme sacrificio
-me pregunto-
si esto es como una condena
hacer tamaño ejercicio
¡vaya asunto!","estrofa_manriqueña","De footing por el parque","Versomanía (Blog)","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Puede que sea mejor
tener un poco más gruesa
la cintura
que padecer tal dolor
y perecer en la empresa
¡qué locura!","estrofa_manriqueña","De footing por el parque","Versomanía (Blog)","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"A vos que sois mi alegría,
Que jamás no me dejáis
Ver querella;
Vos que hacéis mi fantasía
Alegre, sabiendo estáis
Vos en ella.","estrofa_manriqueña","A Doña María de Sessé","de Urrea, Pedro Manuel",1524,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"A vos, cordura y razón
Os andan siempre llevando
El cuerpo preso:
Honestidad, discreción
Andan siempre acompañando
A vuestro seso.","estrofa_manriqueña","A Doña María de Sessé","de Urrea, Pedro Manuel",1524,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Trabaja la dura tierra,
labor de sudor y llanto
derramado.
El alma triste se aterra
y entona callado canto
soterrado.","estrofa_manriqueña","Quisiera amasar tu barro","Arjona, Antonio","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Siente el tambor en su pecho
y hasta el rubor de su sangre
le abandona.
Mira con rabia el barbecho
temiendo que se desangre
si no abona.","estrofa_manriqueña","Quisiera amasar tu barro","Arjona, Antonio","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Es hombre de piel quemada,
de arados y surco regio
sin medida,
el dolor le importa nada.
Nunca tuvo privilegio
en su vida.","estrofa_manriqueña","Quisiera amasar tu barro","Arjona, Antonio","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Quisiera amasar el barro
del que Dios te construyera
campesino.
Antes que en lúgubre carro
seas alma voladera
sin destino.","estrofa_manriqueña","Quisiera amasar tu barro","Arjona, Antonio","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Siete gozos cantar quiero
Que el amor me hace sentir,
Por mostrar
Que por más y más que muero,
Siento gozo de sufrir
Por amar.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Si por ser vuestro sufrido 
Quiere amor que por constante 
Valga más. 
No me vea tan perdido 
Que en lugar de ir adelante 
Vuelva atrás. ","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El primer gozo de amor 
Que siente el enamorado 
Donde ama. 
Verse en honra el amador, 
Por estar bien empleado 
Puesto en fama.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Es tan grande este contento. 
Que jamás dejo de veros
No mirándoos, 
Porque mira el pensamiento 
Con los ojos del quereros 
Contemplándoos. ","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El segundo gozo siente 
amador cuando recrea 
los amores, 
que de aquello se contente, 
que ninguna cosa afea 
Disfavores.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Como yo que siempre quedo 
Tan contento de que quiera 
tan ufano, 
Que si me diera su dedo, 
Nunca yo el villano hiciera 
Con la mano.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El tercero gozo gusta 
Quien mostró bien parecer 
quiere bien, 
que su gusto no disgusta, 
Pues en cuanto debe hacer 
hace bien.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Recibir querría engaño, 
Que vuestra merced me quiere 
Para vos, 
Para huir al desengaño, 
Porque no me desespere 
De los dos.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El cuarto gozo diré, 
Que en veros siempre he sentido 
Todo gloria, 
Pensar que no moriré 
De la muerte del caído 
De memoria.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"De este gozo gozará 
Quien nació bajo la estrella, 
Que ella es él, 
Ya veis, pues, si vivirá, 
Quien será para ser de ella, 
Y el de él.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El quinto gozo contenta 
Pues es cosa muy probada 
Ser mejor, 
Cuando se remata cuenta 
Que se toma de la amada 
de amador.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Esta nunca tomé yo, 
Que si de vos la tomara 
vuestro grado, 
Quien de veros se pagó. 
De menos se contentara 
Ser pagado.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El sexto gozo es mirarse 
Los amantes muy hermosos 
En amar. 
Que si son para mostrarse, 
Son amores más gustosos 
De gustar.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Lo que gusto no gustáis, 
Señora, de la hermosura 
Que tenéis. 
Porque todo lo matáis, 
Pues que sois mata figura 
De quien veis.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El seteno gozo digo, 
Si sois de mi parecer, 
Que es gustado. 
Si el amiga y el amigo, 
Vinieren a poseer 
Lo deseado.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Si es muy dulce merecerlo, 
Más y más es el gustarlo 
Con descargo; 
¿Queréis ver que es poseerlo? 
Que hace dulce el desearlo 
Siendo amargo.","estrofa_manriqueña","Siete gozos cantar quiero","Milán, Luis",1561,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"No pretendas que te diga
Cuál venganza, por terrible,
Sea mejor;
Sólo el tiempo bien castiga:
Ese es, Juan, el inflexible
Vengador!","estrofa_manriqueña","Justicia seca","Gutiérrez Nájera, Manuel",1895,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"En los conflictos de amores
Mal nos aconseja, herida,
La altivez;
De corazones traidores,
La vida y no más la vida
Es el juez.","estrofa_manriqueña","Justicia seca","Gutiérrez Nájera, Manuel",1895,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Si te engaña la que quieres
O te abandona inconstante,
Ya verás
Cómo, sin que mucho esperes.
Se burla de ella otro amante
Mucho más.","estrofa_manriqueña","Justicia seca","Gutiérrez Nájera, Manuel",1895,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Juzga el tiempo inexorable
Estos delitos de leso
Corazón,
Y aplica siempre al culpable
La dura ley sin proceso
Del Talión.","estrofa_manriqueña","Justicia seca","Gutiérrez Nájera, Manuel",1895,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y si es tan fiel su balanza,
Si no perdona ni olvida
Lo que fué,
¿Para qué tomar venganza
Ni esperarla en otra vida?
¿Para qué?","estrofa_manriqueña","Justicia seca","Gutiérrez Nájera, Manuel",1895,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Cuanto sube hasta la cima
desciende pronto abatido
a lo profundo.
¡Ay de aquél que en algo estima
el bien caduco mentido
de este mundo!","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"En todo terreno ser
sólo permanece y dura
el mudar.
Lo que hoy es dicha o placer
será mañana amargura
y pesar.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Es la vida transitoria
un caminar sin reposo
al olvido;
plazo breve a toda gloria
tiene el tiempo presuroso
concedido.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Hasta la fuerte coraza, 
Que a los aceros se opone 
Poderosa, 
Al cabo se despedaza. 
O con la herrumbre se pone 
Ruginosa. ","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Con que cortes tan lucidas, 
Del Yemen los claros reyes 
Dónde están? 
¿En dónde los Sasánidas, 
Que dieron las sabias leyes 
Al Irán?  ","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Los tesoros hacinados
por Karún el orgulloso
¿dónde han ido?
De Ad y Temud afamados,
el imperio poderoso,
¿do se ha hundido?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
